line;code;canonical name;category;type;family code;family;sortkey?;autodetect?;exceptional?;script codes;other names;standard characters
284;ana;Andaqui;Andaqui language;regular;;;;;Latn;;
285;anb;Andoa;Andoa language;regular;sai-zap;Zaparoan;;;;Latn;Shimigae,Semigae,Gae,Gay,Gaye,Siaviri,Katsakáti;
286;anc;Ngas;Ngas language;regular;cdc-wst;West Chadic;;;;Latn;Angas,Angass,Hill Ngas,Plain Ngas,Hill Angas,Plain Angas,Karang,Kerang;
287;and;Ansus;Ansus language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
288;ane;Xârâcùù;Xârâcùù language;regular;poz-cln;New Caledonian;;;;Latn;;
289;anf;Animere;Animere language;regular;alv-ktg;Ka-Togo;;;;Latn;;
290;ang;Old English;Old English language;regular;gmw-ang;Anglic;sortkey;autodetect;;Latn,Runr;;
291;anh;Nend;Nend language;regular;ngf-mad;Madang;;;;Latn;Nent,Angaua;
292;ani;Andi;Andi language;regular;cau-and;Andian;;autodetect;;Cyrl;;
293;anj;Anor;Anor language;regular;paa;Papuan;;;;Latn;;
294;ank;Goemai;Goemai language;regular;cdc-wst;West Chadic;;;;Latn;;
295;anl;Anu;Anu language;regular;sit-mru;Mruic;;;;Latn;Khaungtso,Anu-Hkongso,Anu-Hkongso Chin;
296;anm;Anal;Anal language;regular;tbq-kuk;Kukish;;;;Latn;Anaal,Namfau;
297;ann;Obolo;Obolo language;regular;nic-lcr;Lower Cross River;;;;Latn;;
298;ano;Andoque;Andoque language;regular;qfa-iso;isolate;;;;Latn;;
299;anp;Angika;Angika language;regular;inc-eas;Eastern Indo-Aryan;;;;Deva;;
300;anq;Jarawa;Jarawa language;regular;qfa-ong;Ongan;;;;Latn;;
301;anr;Andh;Andh language;regular;inc-sou;Southern Indo-Aryan;;;;Deva;;
302;ans;Anserma;Anserma language;regular;sai-chc;Chocoan;;;;Latn;;
303;ant;Antakarinya;Antakarinya language;regular;aus-psw;Southwest Pama-Nyungan;;;;Latn;;
304;anu;Anuak;Anuak language;regular;sdv-lon;Northern Luo;;;;Latn;;
305;anv;Denya;Denya language;regular;nic-mam;Mamfe;;;;Latn;;
306;anw;Anaang;Anaang language;regular;nic-ief;Ibibio-Efik;;;;Latn;Anang,Annang,Western Ibibio;
307;anx;Andra-Hus;Andra-Hus language;regular;poz-aay;Admiralty Islands;;;;Latn;;
308;any;Anyi;Anyi language;regular;alv-ctn;Central Tano;;;;Latn;;
309;anz;Anem;Anem language;regular;paa;Papuan;;;;Latn;;
310;aoa;Angolar;Angolar language;regular;crp;creole or pidgin;;;;Latn;;
311;aob;Abom;Abom language;regular;ngf;Trans-New Guinea;;;;Latn;;
312;aoc;Pemon;Pemon language;regular;sai-pem;Pemongan;;;;Latn;Pemón,Arekuna,Arecuna,Taurepan,Taurepán,Taurepang,Taulipang,Taulipáng,Kamarakoto,Camaracoto,Camaragoto;
313;aod;Andarum;Andarum language;regular;paa;Papuan;;;;Latn;;
314;aoe;Angal Enen;Angal Enen language;regular;paa-eng;Engan;;;;Latn;;
315;aof;Bragat;Bragat language;regular;qfa-tor;Torricelli;;;;Latn;;
316;aog;Angoram;Angoram language;regular;paa-lsp;Lower Sepik;;;;Latn;Pondo,Kanda,Maramba;
317;aoi;Anindilyakwa;Anindilyakwa language;regular;aus-arn;Arnhem;;;;Latn;;
318;aoj;Mufian;Mufian language;regular;qfa-tor;Torricelli;;;;Latn;;
319;aok;Arhö;Arhö language;regular;poz-cln;New Caledonian;;;;Latn;;
320;aol;Alor;Alor language;regular;poz;Malayo-Polynesian;;;;Latn;;
321;aom;Ömie;Ömie language;regular;ngf;Trans-New Guinea;;;;Latn;;
322;aon;Bumbita Arapesh;Bumbita Arapesh language;regular;qfa-tor;Torricelli;;;;Latn;;
323;aor;Aore;Aore language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
324;aos;Taikat;Taikat language;regular;paa-brd;Border;;;;Latn;;
325;aot;Atong (India);Atong (India) language;regular;tbq-bdg;Bodo-Garo;;;;Latn,Beng;;
326;aou;A'ou;A'ou language;regular;qfa-gel;Gelao;;;;Latn;Ayo,A'ou Gelao;
327;aox;Atorada;Atorada language;regular;awd;Arawakan;;;;Latn;;
328;aoz;Uab Meto;Uab Meto language;regular;poz-tim;Timoric;;;;Latn;;
329;apa-pro;Proto-Apachean;Proto-Apachean language;reconstructed;apa;Apachean;;;exceptional;Latn;;
330;apb;Sa'a;Sa'a language;regular;poz-sls;Southeast Solomonic;;;;Latn;South Malaita,Apae'aa;
331;apc;North Levantine Arabic;North Levantine Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
332;apd;Sudanese Arabic;Sudanese Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
333;ape;Bukiyip;Bukiyip language;regular;qfa-tor;Torricelli;;;;Latn;;
334;apf;Pahanan Agta;Pahanan Agta language;regular;phi;Philippine;;;;Latn;;
335;apg;Ampanang;Ampanang language;regular;poz;Malayo-Polynesian;;;;Latn;;
336;aph;Athpare;Athpare language;regular;sit-kie;Eastern Kiranti;;;;Deva,Latn;Athpariya;
337;api;Apiaká;Apiaká language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
338;apj;Jicarilla;Jicarilla language;regular;apa;Apachean;;;;Latn;;
339;apk;Plains Apache;Plains Apache language;regular;apa;Apachean;;;;Latn;;
340;apl;Lipan;Lipan language;regular;apa;Apachean;;;;Latn;;
341;apm;Chiricahua;Chiricahua language;regular;apa;Apachean;;;;Latn;Mescalero,Mescalero-Chiricahua Apache;
342;apn;Apinayé;Apinayé language;regular;sai-nje;Northern Jê;;;;Latn;;
343;apo;Ambul;Ambul language;regular;poz-ocw;Western Oceanic;;;;Latn;;
344;app;Apma;Apma language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
345;apq;A-Pucikwar;A-Pucikwar language;regular;qfa-adc;Central Great Andamanese;;;;Latn;Pucikwar,Puchikwar,Aka-Pucikwar,Pujjukar,Bójigiáb,Bojigiab,Bojigyab;
346;apr;Arop-Lokep;Arop-Lokep language;regular;poz-ocw;Western Oceanic;;;;Latn;;
347;aps;Arop-Sissano;Arop-Sissano language;regular;poz-ocw;Western Oceanic;;;;Latn;;
348;apt;Apatani;Apatani language;regular;sit-tan;Tani;;;;Latn;Apa Tani,Tanii;
349;apu;Apurinã;Apurinã language;regular;awd;Arawakan;;;;Latn;;
350;apv;Alapmunte;Alapmunte language;regular;sai-nmk;Nambikwaran;;;;Latn;;
351;apw;Western Apache;Western Apache language;regular;apa;Apachean;;;;Latn;;
352;apx;Aputai;Aputai language;regular;poz-tim;Timoric;;;;Latn;;
353;apy;Apalaí;Apalaí language;regular;sai-gui;Guianan;;;;Latn;;
354;apz;Safeyoka;Safeyoka language;regular;ngf;Trans-New Guinea;;;;Latn;;
355;aqc;Archi;Archi language;regular;cau-lzg;Lezghian;sortkey;autodetect;;Cyrl;;
356;aqd;Ampari Dogon;Ampari Dogon language;regular;nic-dgw;West Dogon;;;;Latn;;
357;aqg;Arigidi;Arigidi language;regular;alv-von;Volta-Niger;;;;Latn;;
358;aql-pro;Proto-Algic;Proto-Algic language;reconstructed;aql;Algic;sortkey;;exceptional;Latn;;
359;aqm;Atohwaim;Atohwaim language;regular;ngf;Trans-New Guinea;;;;Latn;;
360;aqn;Northern Alta;Northern Alta language;regular;phi;Philippine;;;;Latn;;
361;aqp;Atakapa;Atakapa language;regular;qfa-iso;isolate;;;;Latn;Akokisa,Orcoquiza,Eastern Atakapa,Western Atakapa;
362;aqr;Arhâ;Arhâ language;regular;poz-cln;New Caledonian;;;;Latn;;
363;aqt;Angaité;Angaité language;regular;sai-mas;Mascoian;;;;Latn;;
364;aqz;Akuntsu;Akuntsu language;regular;tup;Tupian;;;;Latn;;
365;ar;Arabic;Arabic language;regular;sem-arb;Arabic;sortkey;autodetect;;Arab,Hebr,Syrc,Brai;;
366;arc;Aramaic;Aramaic language;regular;sem-ara;Aramaic;;autodetect;;Hebr,Armi,Syrc,Palm,Nbat,Phnx,Mand,Samr,Hatr,Elym;;
367;ard;Arabana;Arabana language;regular;aus-kar;Karnic;;;;Latn;;
368;are;Western Arrernte;Western Arrernte language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
369;arh;Arhuaco;Arhuaco language;regular;cba;Chibchan;;;;Latn;Ika;
370;ari;Arikara;Arikara language;regular;cdd;Caddoan;;;;Latn;;
371;arj;Arapaso;Arapaso language;regular;sai-tuc;Tucanoan;;;;Latn;;
372;ark;Arikapú;Arikapú language;regular;sai-mje;Macro-Jê;;;;Latn;;
373;arl;Arabela;Arabela language;regular;sai-zap;Zaparoan;;;;Latn;;
374;arn;Mapudungun;Mapudungun language;regular;sai-ara;Araucanian;;;;Latn;Mapuche,Mapudungün,Mapuzugün,Mapudungu,Araucanian;
375;aro;Araona;Araona language;regular;sai-tac;Tacanan;;;;Latn;;
376;arp;Arapaho;Arapaho language;regular;alg-ara;Arapahoan;;;;Latn;;
377;arq;Algerian Arabic;Algerian Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
378;arr;Arara-Karo;Arara-Karo language;regular;tup;Tupian;;;;Latn;Karo,Karo (Brazil),Ramarama,Itanga,Itogapuc,Itogapúk,Ntogapid,Ntogapig,Arára,Arára de Rondonia,Arára do Jiparaná,Uruku,Urukú;
379;ars;Najdi Arabic;Najdi Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
380;art-bel;Belter Creole;Belter Creole language;appendix-constructed;art;constructed;sortkey;;exceptional;Latn;;
381;art-blk;Bolak;Bolak language;appendix-constructed;art;constructed;;;exceptional;Latn;;
382;art-bsp;Black Speech;Black Speech language;appendix-constructed;art;constructed;;;exceptional;Latn,Teng;;
383;art-com;Communicationssprache;Communicationssprache language;appendix-constructed;art;constructed;;;exceptional;Latn;;
384;art-dtk;Dothraki;Dothraki language;appendix-constructed;art;constructed;;;exceptional;Latn;;
385;art-elo;Eloi;Eloi language;appendix-constructed;art;constructed;;;exceptional;Latn;;
386;art-gld;Goa'uld;Goa'uld language;appendix-constructed;art;constructed;;;exceptional;Latn,Egyp,Mero;;
387;art-lap;Lapine;Lapine language;appendix-constructed;art;constructed;;;exceptional;Latn;;
388;art-man;Mandalorian;Mandalorian language;appendix-constructed;art;constructed;;;exceptional;Latn;;
389;art-mun;Mundolinco;Mundolinco language;appendix-constructed;art;constructed;;;exceptional;Latn;;
390;art-nav;Na'vi;Na'vi language;appendix-constructed;art;constructed;;;exceptional;Latn;;
391;art-una;Unas;Unas language;appendix-constructed;art;constructed;;;exceptional;Latn;;
392;art-vlh;High Valyrian;High Valyrian language;appendix-constructed;art;constructed;;;exceptional;Latn;;
393;aru;Arua;Arua language;regular;auf;Arauan;;;;Latn;;
394;arv;Arbore;Arbore language;regular;cus-eas;East Cushitic;;;;Latn;;
395;arw;Lokono;Lokono language;regular;awd-taa;Ta-Arawakan;;;;Latn;;
396;arx;Aruá;Aruá language;regular;tup;Tupian;;;;Latn;;
397;ary;Moroccan Arabic;Moroccan Arabic language;regular;sem-arb;Arabic;sortkey;autodetect;;Arab;;
398;arz;Egyptian Arabic;Egyptian Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
399;as;Assamese;Assamese language;regular;inc-eas;Eastern Indo-Aryan;;;;as-Beng;;
400;asa;Pare;Pare language;regular;bnt-par;Pare;;;;Latn;Asu,Asu (Tanzania),Chasu,Kipare,Southern Pare,South Pare;
401;asb;Assiniboine;Assiniboine language;regular;sio-dkt;Dakotan;;;;Latn;;
402;asc;Casuarina Coast Asmat;Casuarina Coast Asmat language;regular;ngf;Trans-New Guinea;;;;Latn;;
403;ase;American Sign Language;American Sign Language;regular;sgn;sign;;;;Sgnw;;
404;asf;Auslan;Auslan language;regular;sgn;sign;;;;Latn;;
405;asg;Cishingini;Cishingini language;regular;nic-kam;Kambari;;;;Latn;;
406;ash;Abishira;Abishira language;regular;qfa-iso;isolate;;;;Latn;Tequiraca,Tekiráka,Avishiri,Auishiri,Agouisiri,Avirxiri,Abiquira,Abigira,Aiwa,Aewa;
407;asi;Buruwai;Buruwai language;regular;ngf;Trans-New Guinea;;;;Latn;;
408;asj;Nsari;Nsari language;regular;nic-bbe;Eastern Beboid;;;;Latn;;
409;ask;Ashkun;Ashkun language;regular;nur-sou;Southern Nuristani;;;;Arab,Latn;;
410;asl;Asilulu;Asilulu language;regular;poz-cma;Central Maluku;;;;Latn;;
411;asn;Xingú Asuriní;Xingú Asuriní language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
412;aso;Dano;Dano language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
413;asp;Algerian Sign Language;Algerian Sign Language;regular;sgn;sign;;;;;;
414;asq;Austrian Sign Language;Austrian Sign Language;regular;sgn;sign;;;;Latn;;
415;asr;Asuri;Asuri language;regular;mun;Munda;;;;Latn;;
416;ass;Ipulo;Ipulo language;regular;nic-tvc;Central Tivoid;;;;Latn;;
417;ast;Asturian;Asturian language;regular;roa-ibe;West Iberian;;;;Latn;;
418;asu;Tocantins Asurini;Tocantins Asurini language;regular;tup-gua;Tupi-Guarani;;;;Latn;Asurini,Asuriní,Asuriní of Tocantins,Asuriní do Tocantins,Akwawa,Akwáwa;
419;asv;Asoa;Asoa language;regular;csu-maa;Mangbetu;;;;Latn;;
420;asw;Australian Aboriginal Sign Language;Australian Aboriginal Sign Language;regular;sgn;sign;;;;Latn;;
421;asx;Muratayak;Muratayak language;regular;ngf-fin;Finisterre;;;;Latn;;
422;asy;Yaosakor Asmat;Yaosakor Asmat language;regular;ngf;Trans-New Guinea;;;;Latn;;
423;asz;As;As language;regular;poz-hce;Halmahera-Cenderawasih;;;;Latn;;
424;ata;Pele-Ata;Pele-Ata language;regular;paa;Papuan;;;;Latn;Ata,Wasi;
425;atb;Zaiwa;Zaiwa language;regular;tbq-brm;Burmish;sortkey;;;Latn,Lisu;;
426;atc;Atsahuaca;Atsahuaca language;regular;sai-pan;Panoan;;;;Latn;;
427;atd;Ata Manobo;Ata Manobo language;regular;mno;Manobo;;;;Latn;;
428;ate;Atemble;Atemble language;regular;ngf-mad;Madang;;;;Latn;;
429;atg;Okpela;Okpela language;regular;alv-yek;Yekhee;;;;Latn;Ivbie North,Arhe,Ivbie North-Okpela-Arhe;
430;ath-nic;Nicola;Nicola language;regular;ath-nor;North Athabaskan;;;exceptional;Latn;;
431;ath-pro;Proto-Athabaskan;Proto-Athabaskan language;reconstructed;ath;Athabaskan;;;exceptional;Latn;;
432;ati;Attié;Attié language;regular;alv-lag;Lagoon;;;;Latn;;
433;atj;Atikamekw;Atikamekw language;regular;alg;Algonquian;;;;Latn;;
434;atk;Ati;Ati language;regular;phi;Philippine;;;;Latn;;
435;atl;Mount Iraya Agta;Mount Iraya Agta language;regular;phi;Philippine;;;;Latn;;
436;atm;Ata;Ata language;regular;phi;Philippine;;;;Latn;;
437;ato;Atong (Cameroon);Atong (Cameroon) language;regular;nic-grs;Southwest Grassfields;;;;Latn;;
438;atp;Pudtol Atta;Pudtol Atta language;regular;phi;Philippine;;;;Latn;;
439;atq;Aralle-Tabulahan;Aralle-Tabulahan language;regular;poz-ssw;South Sulawesi;;;;Latn;;
440;atr;Waimiri-Atroari;Waimiri-Atroari language;regular;sai-car;Cariban;;;;Latn;;
441;ats;Gros Ventre;Gros Ventre language;regular;alg-ara;Arapahoan;;;;Latn;Atsina;
442;att;Pamplona Atta;Pamplona Atta language;regular;phi;Philippine;;;;Latn;;
443;atu;Reel;Reel language;regular;sdv-dnu;Dinka-Nuer;;;;Latn;;
444;atv;Northern Altai;Northern Altai language;regular;trk-ssb;South Siberian Turkic;;;;Cyrl;;
445;atw;Atsugewi;Atsugewi language;regular;nai-pal;Palaihnihan;;;;Latn;;
446;atx;Arutani;Arutani language;regular;;;;;Latn;;
447;aty;Aneityum;Aneityum language;regular;poz-oce;Oceanic;;;;Latn;;
448;atz;Arta;Arta language;regular;phi;Philippine;;;;Latn;;
449;aua;Asumboa;Asumboa language;regular;poz-oce;Oceanic;;;;Latn;;
450;aub;Alugu;Alugu language;regular;tbq-urp;Upriver Phula;;;;Latn;;
451;auc;Huaorani;Huaorani language;regular;qfa-iso;isolate;;;;Latn;Waorani,Sabela,Wao,Huao,Aushiri,Ssabela,Wao Terero,Auka,Auca;
452;aud;Anuta;Anuta language;regular;poz-pnp;Nuclear Polynesian;;;;Latn;;
453;auf-pro;Proto-Arawa;Proto-Arawa language;reconstructed;auf;Arauan;;;exceptional;Latn;;
454;aug;Aguna;Aguna language;regular;alv-gbe;Gbe;;;;Latn;;
455;auh;Aushi;Aushi language;regular;bnt-sbi;Sabi;;;;Latn;;
456;aui;Anuki;Anuki language;regular;poz-ocw;Western Oceanic;;;;Latn;;
457;auj;Awjila;Awjila language;regular;ber;Berber;;;;Latn,Arab,Tfng;;
458;auk;Heyo;Heyo language;regular;qfa-tor;Torricelli;;;;Latn;;
459;aul;Aulua;Aulua language;regular;poz-vnc;North-Central Vanuatu;;;;Latn;;
460;aum;Asu;Asu language;regular;alv-ngb;Nupe-Gbagyi;;;;Latn;Abewa,Asu (Nigeria);
461;aun;Molmo One;Molmo One language;regular;qfa-tor;Torricelli;;;;Latn;;
462;auo;Auyokawa;Auyokawa language;regular;cdc-wst;West Chadic;;;;Latn;;
463;aup;Makayam;Makayam language;regular;ngf;Trans-New Guinea;;;;Latn;Tirio,Makaeyam,Aturu,Atura,Adulu;
464;auq;Anus;Anus language;regular;poz-ocw;Western Oceanic;;;;Latn;A,Korur,Korurnus;
465;aur;Aruek;Aruek language;regular;qfa-tor;Torricelli;;;;Latn;;
466;aus-alu;Alungul;Alungul language;regular;aus-pmn;Paman;;;exceptional;Latn;Ogh-Alungul,Alngula;
467;aus-and;Andjingith;Andjingith language;regular;aus-pmn;Paman;;;exceptional;Latn;;
468;aus-ang;Angkula;Angkula language;regular;aus-pmn;Paman;;;exceptional;Latn;Ogh-Anggula,Anggula,Ogh-Anggul,Anggul;
469;aus-arn-pro;Proto-Arnhem;Proto-Arnhem language;reconstructed;aus-arn;Arnhem;;;exceptional;Latn;;
470;aus-bra;Barranbinya;Barranbinya language;regular;aus-pmn;Paman;;;exceptional;Latn;;
471;aus-brm;Barunggam;Barunggam language;regular;aus-pmn;Paman;;;exceptional;Latn;;
472;aus-cww-pro;Proto-Central New South Wales;Proto-Central New South Wales language;reconstructed;aus-cww;Central New South Wales;;;exceptional;Latn;;
473;aus-dal-pro;Proto-Daly;Proto-Daly language;reconstructed;aus-dal;Daly;;;exceptional;Latn;;
474;aus-guw;Guwar;Guwar language;regular;aus-pam;Pama-Nyungan;;;exceptional;Latn;Gowar,Goowar,Gooar,Guar,Gowr-burra,Ngugi,Mugee,Wogee,Gnoogee,Chunchiburri,Booroo-geen-merrie;
475;aus-lsw;Little Swanport;Little Swanport language;regular;;;;exceptional;Latn;;
476;aus-mbi;Mbiywom;Mbiywom language;regular;aus-pmn;Paman;;;exceptional;Latn;Mbeiwum;
477;aus-ngk;Ngkoth;Ngkoth language;regular;aus-pmn;Paman;;;exceptional;Latn;Ngkot,Nggoth;
478;aus-nyu-pro;Proto-Nyulnyulan;Proto-Nyulnyulan language;reconstructed;aus-nyu;Nyulnyulan;;;exceptional;Latn;;
479;aus-pam-pro;Proto-Pama-Nyungan;Proto-Pama-Nyungan language;reconstructed;aus-pam;Pama-Nyungan;;;exceptional;Latn;;
480;aus-tul;Tulua;Tulua language;regular;aus-pam;Pama-Nyungan;;;exceptional;Latn;Dappil,Dapil,Toolooa,Dulua,Narung,Dandan;
481;aus-uwi;Uwinymil;Uwinymil language;regular;aus-arn;Arnhem;;;exceptional;Latn;Uwinjmil;
482;aus-wdj-pro;Proto-Iwaidjan;Proto-Iwaidjan language;reconstructed;aus-wdj;Iwaidjan;;;exceptional;Latn;;
483;aus-won;Wong-gie;Wong-gie language;regular;aus-pam;Pama-Nyungan;;;exceptional;Latn;;
484;aus-wul;Wulguru;Wulguru language;regular;aus-dyb;Dyirbalic;;;exceptional;Latn;Manbara,Wulgurugaba,Wulgurukaba,Nhawalgaba;
485;aus-ynk;Yangkaal;Yangkaal language;regular;aus-tnk;Tangkic;;;exceptional;Latn;;
486;aut;Austral;Austral language;regular;poz-pep;Eastern Polynesian;;;;Latn;;
487;auu;Auye;Auye language;regular;ngf;Trans-New Guinea;;;;Latn;;
488;auw;Awyi;Awyi language;regular;paa-brd;Border;;;;Latn;;
489;aux;Aurá;Aurá language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
490;auy;Auyana;Auyana language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
491;auz;Uzbeki Arabic;Uzbeki Arabic language;regular;sem-arb;Arabic;;autodetect;;Arab;;
492;av;Avar;Avar language;regular;cau-ava;Avaro-Andian;sortkey;autodetect;;Cyrl,Latn,Arab;;
493;avb;Avau;Avau language;regular;poz-ocw;Western Oceanic;;;;Latn;;
494;avd;Alviri-Vidari;Alviri-Vidari language;regular;xme;Median;;;;fa-Arab;Alviri,Vidari;
495;avi;Avikam;Avikam language;regular;alv-lag;Lagoon;;;;Latn;;
496;avk;Kotava;Kotava language;appendix-constructed;art;constructed;;;;Latn;;
497;avm;Angkamuthi;Angkamuthi language;regular;aus-pmn;Paman;;;;Latn;;
498;avn;Avatime;Avatime language;regular;alv-ktg;Ka-Togo;;;;Latn;;
499;avo;Agavotaguerra;Agavotaguerra language;regular;awd;Arawakan;;;;Latn;;
500;avs;Aushiri;Aushiri language;regular;sai-zap;Zaparoan;;;;Latn;;
501;avt;Au;Au language;regular;qfa-tor;Torricelli;;;;Latn;;
502;avu;Avokaya;Avokaya language;regular;csu-mma;Moru-Madi;;;;Latn;;
503;avv;Avá-Canoeiro;Avá-Canoeiro language;regular;tup-gua;Tupi-Guarani;;;;Latn;Avá,Canoe;
504;awa;Awadhi;Awadhi language;regular;inc-hie;Eastern Hindi;;;;Deva,Kthi,fa-Arab;;
505;awb;Awa (New Guinea);Awa (New Guinea) language;regular;paa-kag;Kainantu-Goroka;;;;Latn;;
506;awc;Cicipu;Cicipu language;regular;nic-kam;Kambari;;;;Latn;;
507;awd-ama;Amarizana;Amarizana language;regular;awd;Arawakan;;;exceptional;Latn;;
508;awd-amc-pro;Proto-Amuesha-Chamicuro;Proto-Amuesha-Chamicuro language;reconstructed;awd;Arawakan;;;exceptional;Latn;Western Maipuran;
509;awd-ana;Anauyá;Anauyá language;regular;awd;Arawakan;;;exceptional;Latn;;
510;awd-apo;Apolista;Apolista language;regular;awd;Arawakan;;;exceptional;Latn;Lapachu;
511;awd-cav;Cavere;Cavere language;regular;awd;Arawakan;;;exceptional;Latn;;
512;awd-gnu;Guinau;Guinau language;regular;awd;Arawakan;;;exceptional;Latn;Guinao,Inao,Guniare,Quinhau,Guiano;
513;awd-kar;Cariay;Cariay language;regular;awd;Arawakan;;;exceptional;Latn;;
514;awd-kaw;Kawishana;Kawishana language;regular;awd-nwk;Nawiki;;;exceptional;Latn;;
515;awd-kmp-pro;Proto-Kampa;Proto-Kampa language;reconstructed;awd;Arawakan;;;exceptional;Latn;Campa,Kampan,Campan,Pre-Andine Maipurean;
516;awd-kus;Kustenau;Kustenau language;regular;awd;Arawakan;;;exceptional;Latn;;
517;awd-man;Manao;Manao language;regular;awd;Arawakan;;;exceptional;Latn;;
518;awd-mar;Marawan;Marawan language;regular;awd;Arawakan;;;exceptional;Latn;;
519;awd-mpr;Maypure;Maypure language;regular;awd;Arawakan;;;exceptional;Latn;;
520;awd-mrt;Mariaté;Mariaté language;regular;awd-nwk;Nawiki;;;exceptional;Latn;;
521;awd-nwk-pro;Proto-Nawiki;Proto-Nawiki language;reconstructed;awd-nwk;Nawiki;;;exceptional;Latn;;
522;awd-pai;Paikoneka;Paikoneka language;regular;awd;Arawakan;;;exceptional;Latn;;
523;awd-pas;Passé;Passé language;regular;awd-nwk;Nawiki;;;exceptional;Latn;;
524;awd-pro;Proto-Arawak;Proto-Arawak language;reconstructed;awd;Arawakan;;;exceptional;Latn;Proto-Arawakan,Proto-Maipurean,Proto-Maipuran;
525;awd-prw-pro;Proto-Paresi-Waura;Proto-Paresi-Waura language;reconstructed;awd;Arawakan;;;exceptional;Latn;Paresí-Waurá,Parecí–Xingú,Paresí–Xingu,Central Arawak,Central Maipurean;
526;awd-she;Shebayo;Shebayo language;regular;awd;Arawakan;;;exceptional;Latn;;
527;awd-taa-pro;Proto-Ta-Arawak;Proto-Ta-Arawak language;reconstructed;awd-taa;Ta-Arawakan;;;exceptional;Latn;Proto-Ta-Arawakan,Proto-Caribbean Northern Arawak;
528;awd-wai;Wainumá;Wainumá language;regular;awd-nwk;Nawiki;;;exceptional;Latn;Wainuma,Wai,Waima,Wainumi,Wainambí,Waiwana,Waipi,Yanuma;
529;awd-yum;Yumana;Yumana language;regular;awd-nwk;Nawiki;;;exceptional;Latn;;
530;awe;Awetí;Awetí language;regular;tup;Tupian;;;;Latn;;
531;awg;Anguthimri;Anguthimri language;regular;aus-pam;Pama-Nyungan;;;;Latn;Alngith,Leningitij,Mpakwithi;
532;awh;Awbono;Awbono language;regular;ngf;Trans-New Guinea;;;;Latn;;
533;awi;Aekyom;Aekyom language;regular;ngf;Trans-New Guinea;;;;Latn;Awin;
534;awk;Awabakal;Awabakal language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
535;awm;Arawum;Arawum language;regular;ngf-mad;Madang;;;;Latn;;
536;awn;Awngi;Awngi language;regular;cus-cen;Central Cushitic;;;;Ethi;;
537;awo;Awak;Awak language;regular;alv-wjk;Waja-Kam;;;;Latn;;
538;awr;Awera;Awera language;regular;paa-lkp;Lakes Plain;;;;Latn;;
539;aws;South Awyu;South Awyu language;regular;ngf;Trans-New Guinea;;;;Latn;;
540;awt;Araweté;Araweté language;regular;tup-gua;Tupi-Guarani;;;;Latn;;
541;awu;Central Awyu;Central Awyu language;regular;ngf;Trans-New Guinea;;;;Latn;;
542;awv;Jair Awyu;Jair Awyu language;regular;ngf;Trans-New Guinea;;;;Latn;;
543;aww;Awun;Awun language;regular;paa-spk;Sepik;;;;Latn;;
544;awx;Awara;Awara language;regular;ngf-fin;Finisterre;;;;Latn;;
545;awy;Edera Awyu;Edera Awyu language;regular;ngf;Trans-New Guinea;;;;Latn;;
546;axb;Abipon;Abipon language;regular;sai-guc;Guaicuruan;;;;Latn;Abipón,Callaga,Kalyaga;
547;axe;Ayerrerenge;Ayerrerenge language;regular;aus-pam;Pama-Nyungan;;;;Latn;;
548;axg;Mato Grosso Arára;Mato Grosso Arára language;regular;;;;;Latn;;
